,No.,Time,Source,Destination,Protocol,Length,Info
4229,4230,29.166480157,146.148.77.200,10.0.2.8,TCP,7354,443  >  37886 [ACK] Seq=1856258 Ack=9609 Win=31443 Len=7300 [TCP segment of a reassembled PDU]
4230,4231,29.167500303,146.148.77.200,10.0.2.8,TCP,1514,"443  >  37886 [PSH, ACK] Seq=1863558 Ack=9609 Win=31443 Len=1460 [TCP segment of a reassembled PDU]"
4231,4232,29.167500351999998,146.148.77.200,10.0.2.8,TLSv1.3,7354,Application Data [TCP segment of a reassembled PDU]
4232,4233,29.168475093,146.148.77.200,10.0.2.8,TCP,1514,"443  >  37886 [PSH, ACK] Seq=1872318 Ack=9609 Win=31443 Len=1460 [TCP segment of a reassembled PDU]"
4233,4234,29.168475139,146.148.77.200,10.0.2.8,TCP,2974,443  >  37886 [ACK] Seq=1873778 Ack=9609 Win=31443 Len=2920 [TCP segment of a reassembled PDU]
4234,4235,29.170576656999998,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=9609 Ack=1876698 Win=65535 Len=0
4235,4236,29.17087824,146.148.77.200,10.0.2.8,TCP,674,"443  >  37886 [PSH, ACK] Seq=1876698 Ack=9609 Win=31443 Len=620 [TCP segment of a reassembled PDU]"
4236,4237,29.183769195,216.58.211.227,10.0.2.8,TCP,60,443  >  50340 [ACK] Seq=135837 Ack=1053 Win=31716 Len=0
4237,4238,29.214431487,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=9609 Ack=1877318 Win=65535 Len=0
4238,4239,29.247158958000004,10.0.2.8,80.58.61.250,DNS,79,Standard query 0x90ee A cdn.livechatinc.com
4239,4240,29.247183614,10.0.2.8,80.58.61.250,DNS,79,Standard query 0x23ec AAAA cdn.livechatinc.com
4240,4241,29.253963865,80.58.61.250,10.0.2.8,DNS,173,Standard query response 0x90ee A cdn.livechatinc.com CNAME cdn.livechatinc.com.edgekey.net CNAME e2201.g.akamaiedge.net A 23.214.200.118
4241,4242,29.254359299,80.58.61.250,10.0.2.8,DNS,215,Standard query response 0x23ec AAAA cdn.livechatinc.com CNAME cdn.livechatinc.com.edgekey.net CNAME e2201.g.akamaiedge.net SOA n0g.akamaiedge.net
4242,4243,29.25509228,10.0.2.8,23.214.200.118,TCP,74,34828  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3018075958 TSecr=0 WS=128
4243,4244,29.259674233000002,23.214.200.118,10.0.2.8,TCP,60,"443  >  34828 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
4244,4245,29.259775515,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
4245,4246,29.260958345,10.0.2.8,23.214.200.118,TLSv1.2,571,Client Hello
4246,4247,29.265800361,23.214.200.118,10.0.2.8,TLSv1.2,1514,Server Hello
4247,4248,29.265826408000002,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=518 Ack=1461 Win=62780 Len=0
4248,4249,29.266106605999997,23.214.200.118,10.0.2.8,TLSv1.2,1385,"Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
4249,4250,29.266113304,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=518 Ack=2792 Win=62780 Len=0
4250,4251,29.271239782,10.0.2.8,23.214.200.118,TLSv1.2,180,"Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
4251,4252,29.275450065,23.214.200.118,10.0.2.8,TLSv1.2,312,"New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
4252,4253,29.275481249000002,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=644 Ack=3050 Win=62780 Len=0
4253,4254,29.280143275,10.0.2.8,23.214.200.118,TLSv1.2,365,Application Data
4254,4255,29.290514046,23.214.200.118,10.0.2.8,TCP,7354,443  >  34828 [ACK] Seq=3050 Ack=955 Win=31814 Len=7300 [TCP segment of a reassembled PDU]
4255,4256,29.290540887,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=10350 Win=59860 Len=0
4256,4257,29.290879168000004,23.214.200.118,10.0.2.8,TCP,4434,"443  >  34828 [PSH, ACK] Seq=10350 Ack=955 Win=31814 Len=4380 [TCP segment of a reassembled PDU]"
4257,4258,29.29088773,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=14730 Win=61320 Len=0
4258,4259,29.291335816,23.214.200.118,10.0.2.8,TLSv1.2,7354,Application Data [TCP segment of a reassembled PDU]
4259,4260,29.291343227,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=22030 Win=59860 Len=0
4260,4261,29.295754666999997,23.214.200.118,10.0.2.8,TCP,4434,"443  >  34828 [PSH, ACK] Seq=22030 Ack=955 Win=31814 Len=4380 [TCP segment of a reassembled PDU]"
4261,4262,29.295754716999998,146.148.77.200,10.0.2.8,TLSv1.3,1292,Application Data
4262,4263,29.295754753,23.214.200.118,10.0.2.8,TLSv1.2,7354,Application Data [TCP segment of a reassembled PDU]
4263,4264,29.29578958,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=26410 Win=61320 Len=0
4264,4265,29.295825751,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=33710 Win=56940 Len=0
4265,4266,29.296006911,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=9609 Ack=1878556 Win=65535 Len=0
4266,4267,29.296212832,23.214.200.118,10.0.2.8,TCP,4434,"443  >  34828 [PSH, ACK] Seq=33710 Ack=955 Win=31814 Len=4380 [TCP segment of a reassembled PDU]"
4267,4268,29.296212899,23.214.200.118,10.0.2.8,TLSv1.2,7354,Application Data [TCP segment of a reassembled PDU]
4268,4269,29.296219435,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=38090 Win=61320 Len=0
4269,4270,29.296230636999997,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=45390 Win=56940 Len=0
4270,4271,29.296320223000002,23.214.200.118,10.0.2.8,TCP,2974,443  >  34828 [ACK] Seq=45390 Ack=955 Win=31814 Len=2920 [TCP segment of a reassembled PDU]
4271,4272,29.296324656,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=48310 Win=55480 Len=0
4272,4273,29.296387104,23.214.200.118,10.0.2.8,TCP,4434,"443  >  34828 [PSH, ACK] Seq=48310 Ack=955 Win=31814 Len=4380 [TCP segment of a reassembled PDU]"
4273,4274,29.296392805,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=52690 Win=52560 Len=0
4274,4275,29.30113072,23.214.200.118,10.0.2.8,TLSv1.2,10274,Application Data [TCP segment of a reassembled PDU]
4275,4276,29.301151576,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=62910 Win=58400 Len=0
4276,4277,29.301355871,23.214.200.118,10.0.2.8,TLSv1.2,1059,Application Data
4277,4278,29.30136474,10.0.2.8,23.214.200.118,TCP,54,34828  >  443 [ACK] Seq=955 Ack=63915 Win=57395 Len=0
4278,4279,29.33255612,10.0.2.8,80.58.61.250,DNS,80,Standard query 0xe5fc A connect.facebook.net
4279,4280,29.332583555,10.0.2.8,80.58.61.250,DNS,80,Standard query 0x26e2 AAAA connect.facebook.net
4280,4281,29.33831518,10.0.2.8,80.58.61.250,DNS,74,Standard query 0x47bd A snap.licdn.com
4281,4282,29.338344500999998,10.0.2.8,80.58.61.250,DNS,74,Standard query 0x01be AAAA snap.licdn.com
4282,4283,29.339368235,80.58.61.250,10.0.2.8,DNS,128,Standard query response 0xe5fc A connect.facebook.net CNAME scontent.xx.fbcdn.net A 31.13.83.4
4283,4284,29.33956657,80.58.61.250,10.0.2.8,DNS,140,Standard query response 0x26e2 AAAA connect.facebook.net CNAME scontent.xx.fbcdn.net AAAA 2a03:2880:f004:8:face:b00c:0:1
4284,4285,29.340008650999998,10.0.2.8,31.13.83.4,TCP,74,52534  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=144564535 TSecr=0 WS=128
4285,4286,29.344930499,80.58.61.250,10.0.2.8,DNS,170,Standard query response 0x47bd A snap.licdn.com CNAME wildcard.licdn.com.edgekey.net CNAME e9706.dscg.akamaiedge.net A 2.17.134.56
4286,4287,29.344930566,31.13.83.4,10.0.2.8,TCP,60,"443  >  52534 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
4287,4288,29.344974740999998,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
4288,4289,29.345566999000003,80.58.61.250,10.0.2.8,DNS,210,Standard query response 0x01be AAAA snap.licdn.com CNAME wildcard.licdn.com.edgekey.net CNAME e9706.dscg.akamaiedge.net AAAA 2a02:26f0:3d00:194::25ea AAAA 2a02:26f0:3d00:1ac::25ea
4289,4290,29.34747868,10.0.2.8,31.13.83.4,TLSv1.3,571,Client Hello
4290,4291,29.347814812,10.0.2.8,146.148.77.200,TLSv1.3,151,Application Data
4291,4292,29.348168416,10.0.2.8,2.17.134.56,TCP,74,37930  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=987228894 TSecr=0 WS=128
4292,4293,29.358484121999997,2.17.134.56,10.0.2.8,TCP,60,"443  >  37930 [SYN, ACK] Seq=0 Ack=1 Win=32768 Len=0 MSS=1460"
4293,4294,29.358484187,31.13.83.4,10.0.2.8,TLSv1.3,2974,"Server Hello, Change Cipher Spec, Application Data, Application Data"
4294,4295,29.358514589000002,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0
4295,4296,29.358554094000002,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0
4296,4297,29.358909534000002,31.13.83.4,10.0.2.8,TLSv1.3,264,Application Data
4297,4298,29.358915861999996,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=518 Ack=3131 Win=62570 Len=0
4298,4299,29.370840456,10.0.2.8,93.184.220.29,OCSP,425,Request
4299,4300,29.372515037,10.0.2.8,2.17.134.56,TLSv1.3,571,Client Hello
4300,4301,29.37811266,2.17.134.56,10.0.2.8,TLSv1.3,1514,"Server Hello, Change Cipher Spec, Application Data"
4301,4302,29.378139305,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=518 Ack=1461 Win=62780 Len=0
4302,4303,29.378810726999998,2.17.134.56,10.0.2.8,TCP,1514,443  >  37930 [ACK] Seq=1461 Ack=518 Win=32251 Len=1460 [TCP segment of a reassembled PDU]
4303,4304,29.378821034,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0
4304,4305,29.379147148,2.17.134.56,10.0.2.8,TLSv1.3,1089,"Application Data, Application Data, Application Data"
4305,4306,29.379152936999997,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=518 Ack=3956 Win=61745 Len=0
4306,4307,29.382925060999998,10.0.2.8,2.17.134.56,TLSv1.3,134,"Change Cipher Spec, Application Data"
4307,4308,29.383263391999996,10.0.2.8,2.17.134.56,TLSv1.3,373,Application Data
4308,4309,29.383489157,2.17.134.56,10.0.2.8,TCP,60,443  >  37930 [ACK] Seq=3956 Ack=917 Win=31852 Len=0
4309,4310,29.385061360999998,93.184.220.29,10.0.2.8,OCSP,853,Response
4310,4311,29.385080751,10.0.2.8,93.184.220.29,TCP,54,41994  >  80 [ACK] Seq=1114 Ack=2207 Win=63920 Len=0
4311,4312,29.386344475999998,2.17.134.56,10.0.2.8,TLSv1.3,628,"Application Data, Application Data"
4312,4313,29.38635591,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=917 Ack=4530 Win=62780 Len=0
4313,4314,29.387068003000003,10.0.2.8,31.13.83.4,TLSv1.3,118,"Change Cipher Spec, Application Data"
4314,4315,29.387487274,10.0.2.8,31.13.83.4,TLSv1.3,224,Application Data
4315,4316,29.387510257,10.0.2.8,31.13.83.4,TLSv1.3,257,Application Data
4316,4317,29.387729611999998,31.13.83.4,10.0.2.8,TCP,60,443  >  52534 [ACK] Seq=3131 Ack=752 Win=32017 Len=0
4317,4318,29.388714377,2.17.134.56,10.0.2.8,TCP,1514,443  >  37930 [ACK] Seq=4530 Ack=917 Win=31852 Len=1460 [TCP segment of a reassembled PDU]
4318,4319,29.388738939,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=917 Ack=5990 Win=62780 Len=0
4319,4320,29.389024891,2.17.134.56,10.0.2.8,TLSv1.3,506,Application Data
4320,4321,29.389031032,10.0.2.8,2.17.134.56,TCP,54,37930  >  443 [ACK] Seq=917 Ack=6442 Win=62780 Len=0
4321,4322,29.390581878000003,31.13.83.4,10.0.2.8,TLSv1.3,338,"Application Data, Application Data, Application Data"
4322,4323,29.39059331,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=955 Ack=3415 Win=62780 Len=0
4323,4324,29.390914387,10.0.2.8,31.13.83.4,TLSv1.3,85,Application Data
4324,4325,29.391671796999997,31.13.83.4,10.0.2.8,TLSv1.3,935,"Application Data, Application Data"
4325,4326,29.391686385,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=4296 Win=62780 Len=0
4326,4327,29.393238031,31.13.83.4,10.0.2.8,TLSv1.3,8814,Application Data
4327,4328,29.393257017,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=13056 Win=58400 Len=0
4328,4329,29.393454589,31.13.83.4,10.0.2.8,TCP,2974,443  >  52534 [ACK] Seq=13056 Ack=986 Win=31783 Len=2920 [TCP segment of a reassembled PDU]
4329,4330,29.393480831999998,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=15976 Win=55480 Len=0
4330,4331,29.393654199,31.13.83.4,10.0.2.8,TCP,974,"443  >  52534 [PSH, ACK] Seq=15976 Ack=986 Win=31783 Len=920 [TCP segment of a reassembled PDU]"
4331,4332,29.393658506999998,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=16896 Win=55480 Len=0
4332,4333,29.393837824000002,31.13.83.4,10.0.2.8,TLSv1.3,5894,"Application Data, Application Data"
4333,4334,29.393842970999998,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=22736 Win=51100 Len=0
4334,4335,29.393985093,31.13.83.4,10.0.2.8,TCP,1214,"443  >  52534 [PSH, ACK] Seq=22736 Ack=986 Win=31783 Len=1160 [TCP segment of a reassembled PDU]"
4335,4336,29.393989498000003,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=23896 Win=49940 Len=0
4336,4337,29.394248814,31.13.83.4,10.0.2.8,TCP,1514,443  >  52534 [ACK] Seq=23896 Ack=986 Win=31783 Len=1460 [TCP segment of a reassembled PDU]
4337,4338,29.394253233,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=25356 Win=49940 Len=0
4338,4339,29.394421928000003,31.13.83.4,10.0.2.8,TCP,1394,"443  >  52534 [PSH, ACK] Seq=25356 Ack=986 Win=31783 Len=1340 [TCP segment of a reassembled PDU]"
4339,4340,29.394426734,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=26696 Win=48600 Len=0
4340,4341,29.395098624000003,31.13.83.4,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4341,4342,29.395123626999997,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=38376 Win=56940 Len=0
4342,4343,29.395296142,31.13.83.4,10.0.2.8,TLSv1.3,146,Application Data
4343,4344,29.396193076,10.0.2.8,31.13.83.4,TCP,54,52534  >  443 [ACK] Seq=986 Ack=38468 Win=62780 Len=0
4344,4345,29.444348251999998,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1878556 Ack=9706 Win=31346 Len=0
4345,4346,29.505245818000002,146.148.77.200,10.0.2.8,TLSv1.3,1174,Application Data
4346,4347,29.505376794,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=9706 Ack=1879676 Win=65535 Len=0
4347,4348,29.561589329,10.0.2.8,146.148.77.200,TLSv1.3,180,Application Data
4348,4349,29.564781454000002,10.0.2.8,146.148.77.200,TLSv1.3,180,Application Data
4349,4350,29.565301548,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=9958 Win=32768 Len=0
4350,4351,29.565802003,10.0.2.8,146.148.77.200,TLSv1.3,179,Application Data
4351,4352,29.573787755,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4352,4353,29.574238268000002,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10118 Win=32608 Len=0
4353,4354,29.574490733,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4354,4355,29.5772942,10.0.2.8,146.148.77.200,TLSv1.3,190,Application Data
4355,4356,29.577688671,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10289 Win=32437 Len=0
4356,4357,29.580249495,10.0.2.8,146.148.77.200,TLSv1.3,190,Application Data
4357,4358,29.580707813000004,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4358,4359,29.58107522,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10460 Win=32266 Len=0
4359,4360,29.581879643,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4360,4361,29.583011008000003,10.0.2.8,146.148.77.200,TLSv1.3,190,Application Data
4361,4362,29.583395289000002,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10631 Win=32095 Len=0
4362,4363,29.587753184,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4363,4364,29.588307131,10.0.2.8,146.148.77.200,TLSv1.3,89,Application Data
4364,4365,29.588571411999997,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10701 Win=32025 Len=0
4365,4366,29.592436219,10.0.2.8,146.148.77.200,TLSv1.3,200,Application Data
4366,4367,29.594079081,10.0.2.8,146.148.77.200,TLSv1.3,200,Application Data
4367,4368,29.595153394,10.0.2.8,146.148.77.200,TLSv1.3,200,Application Data
4368,4369,29.597090889,10.0.2.8,146.148.77.200,TLSv1.3,345,"Application Data, Application Data"
4369,4370,29.59716524,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=10993 Win=31733 Len=0
4370,4371,29.597520529,146.148.77.200,10.0.2.8,TCP,60,443  >  37886 [ACK] Seq=1879676 Ack=11430 Win=32768 Len=0
4371,4372,29.708582844000002,146.148.77.200,10.0.2.8,TCP,5894,443  >  37886 [ACK] Seq=1879676 Ack=11430 Win=32768 Len=5840 [TCP segment of a reassembled PDU]
4372,4373,29.708780435999998,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1885516 Win=65535 Len=0
4373,4374,29.70910065,146.148.77.200,10.0.2.8,TCP,1314,"443  >  37886 [PSH, ACK] Seq=1885516 Ack=11430 Win=32768 Len=1260 [TCP segment of a reassembled PDU]"
4374,4375,29.709222088,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1886776 Win=65535 Len=0
4375,4376,29.709402645999997,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4376,4377,29.709497966999997,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1898456 Win=65535 Len=0
4377,4378,29.70969662,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1898456 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4378,4379,29.709749119,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1899556 Win=65535 Len=0
4379,4380,29.710642813000003,146.148.77.200,10.0.2.8,TCP,10274,443  >  37886 [ACK] Seq=1899556 Ack=11430 Win=32768 Len=10220 [TCP segment of a reassembled PDU]
4380,4381,29.710743905,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1909776 Win=65535 Len=0
4381,4382,29.710950488,146.148.77.200,10.0.2.8,TCP,1194,"443  >  37886 [PSH, ACK] Seq=1909776 Ack=11430 Win=32768 Len=1140 [TCP segment of a reassembled PDU]"
4382,4383,29.711076245999998,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1910916 Win=65535 Len=0
4383,4384,29.711141267,146.148.77.200,10.0.2.8,TLSv1.3,8814,Application Data [TCP segment of a reassembled PDU]
4384,4385,29.711203381999997,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1919676 Win=65535 Len=0
4385,4386,29.711377655,146.148.77.200,10.0.2.8,TCP,1234,"443  >  37886 [PSH, ACK] Seq=1919676 Ack=11430 Win=32768 Len=1180 [TCP segment of a reassembled PDU]"
4386,4387,29.711444976,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1920856 Win=65535 Len=0
4387,4388,29.712270141999998,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4388,4389,29.712366791999997,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1932536 Win=65535 Len=0
4389,4390,29.712610528000003,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1932536 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4390,4391,29.712675058000002,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1933636 Win=65535 Len=0
4391,4392,29.713370697,146.148.77.200,10.0.2.8,TCP,10274,443  >  37886 [ACK] Seq=1933636 Ack=11430 Win=32768 Len=10220 [TCP segment of a reassembled PDU]
4392,4393,29.713433115999997,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1943856 Win=65535 Len=0
4393,4394,29.713695455,146.148.77.200,10.0.2.8,TCP,1194,"443  >  37886 [PSH, ACK] Seq=1943856 Ack=11430 Win=32768 Len=1140 [TCP segment of a reassembled PDU]"
4394,4395,29.713743765,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1944996 Win=65535 Len=0
4395,4396,29.714495405999998,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4396,4397,29.714559544,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1956676 Win=65535 Len=0
4397,4398,29.714797816999997,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1956676 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4398,4399,29.714841803000002,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1957776 Win=65535 Len=0
4399,4400,29.715600459,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4400,4401,29.715664056999998,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1969456 Win=65535 Len=0
4401,4402,29.715880131,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1969456 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4402,4403,29.716001070999997,10.0.2.8,80.58.61.250,DNS,82,Standard query 0xb8ce A secure.livechatinc.com
4403,4404,29.716038826,10.0.2.8,80.58.61.250,DNS,82,Standard query 0x4a31 AAAA secure.livechatinc.com
4404,4405,29.716162245,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1970556 Win=65535 Len=0
4405,4406,29.716871734,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4406,4407,29.716970073000002,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1982236 Win=65535 Len=0
4407,4408,29.717189796,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1982236 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4408,4409,29.71737312,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1983336 Win=65535 Len=0
4409,4410,29.717965011999997,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4410,4411,29.718065208000002,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=1995016 Win=65535 Len=0
4411,4412,29.718492314000002,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=1995016 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4412,4413,29.718626555,146.148.77.200,10.0.2.8,TCP,7354,443  >  37886 [ACK] Seq=1996116 Ack=11430 Win=32768 Len=7300 [TCP segment of a reassembled PDU]
4413,4414,29.718636,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2003416 Win=65535 Len=0
4414,4415,29.718809008,146.148.77.200,10.0.2.8,TCP,1274,"443  >  37886 [PSH, ACK] Seq=2003416 Ack=11430 Win=32768 Len=1220 [TCP segment of a reassembled PDU]"
4415,4416,29.719751594,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2004636 Win=65535 Len=0
4416,4417,29.719827330999998,146.148.77.200,10.0.2.8,TLSv1.3,13194,Application Data [TCP segment of a reassembled PDU]
4417,4418,29.719850879000003,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2017776 Win=65535 Len=0
4418,4419,29.72005263,146.148.77.200,10.0.2.8,TCP,280,"443  >  37886 [PSH, ACK] Seq=2017776 Ack=11430 Win=32768 Len=226 [TCP segment of a reassembled PDU]"
4419,4420,29.720149141,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2018002 Win=65535 Len=0
4420,4421,29.720784702,146.148.77.200,10.0.2.8,TLSv1.3,11734,Application Data [TCP segment of a reassembled PDU]
4421,4422,29.720857434000003,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2029682 Win=65535 Len=0
4422,4423,29.721080444000002,146.148.77.200,10.0.2.8,TCP,1154,"443  >  37886 [PSH, ACK] Seq=2029682 Ack=11430 Win=32768 Len=1100 [TCP segment of a reassembled PDU]"
4423,4424,29.721129729,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2030782 Win=65535 Len=0
4424,4425,29.722242872,146.148.77.200,10.0.2.8,TCP,10274,443  >  37886 [ACK] Seq=2030782 Ack=11430 Win=32768 Len=10220 [TCP segment of a reassembled PDU]
4425,4426,29.722376471,10.0.2.8,146.148.77.200,TCP,54,37886  >  443 [ACK] Seq=11430 Ack=2041002 Win=65535 Len=0
