;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
303;UUID : 0a74ef1c-41a4-4e06-83ae-dc74fb1cdd53; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
304;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
305;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
306;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
307;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
308;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
310;UUID : 0a74ef1c-41a4-4e06-83ae-dc74fb1cdd53; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
311;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
312;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
313;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
314;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
315;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
317;UUID : 0a74ef1c-41a4-4e06-83ae-dc74fb1cdd53; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
318;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
319;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
320;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
321;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
322;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
324;UUID : 1ff70682-0a51-30e8-076d-740be8cee98b; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
325;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
326;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
327;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
328;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
329;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
331;UUID : 1ff70682-0a51-30e8-076d-740be8cee98b; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
332;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
333;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
334;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
335;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
336;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
338;UUID : 1ff70682-0a51-30e8-076d-740be8cee98b; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
339;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
340;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
341;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
342;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
343;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
345;UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
346;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
347;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
348;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
349;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
350;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
352;UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
353;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
354;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
355;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
356;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
357;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
359;UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
360;Description : Scheduler Service;;;;;;;;;;;;;;;;;;;;;;;;;
361;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
362;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
363;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
364;;;;;;;;;;;;;;;;;;;;;;;;;;
365;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
366;UUID : 86d35949-83c9-4044-b424-db363231fd0c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
367;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
368;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
369;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
370;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
372;UUID : 86d35949-83c9-4044-b424-db363231fd0c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
373;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
374;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
375;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
376;;;;;;;;;;;;;;;;;;;;;;;;;;
377;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
378;UUID : 86d35949-83c9-4044-b424-db363231fd0c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
379;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
380;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
381;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
382;;;;;;;;;;;;;;;;;;;;;;;;;;
383;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
384;UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
385;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
386;Annotation : IKE/Authip API;;;;;;;;;;;;;;;;;;;;;;;;;
387;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
388;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
389;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
391;UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
392;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
393;Annotation : IKE/Authip API;;;;;;;;;;;;;;;;;;;;;;;;;
394;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
395;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
396;;;;;;;;;;;;;;;;;;;;;;;;;;
397;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
398;UUID : a398e520-d59a-4bdd-aa7a-3c1e0303a511; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
399;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
400;Annotation : IKE/Authip API;;;;;;;;;;;;;;;;;;;;;;;;;
401;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
402;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
403;;;;;;;;;;;;;;;;;;;;;;;;;;
404;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
405;UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
406;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
407;Annotation : IP Transition Configuration endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
408;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
409;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
410;;;;;;;;;;;;;;;;;;;;;;;;;;
411;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
412;UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
413;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
414;Annotation : IP Transition Configuration endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
415;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
416;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
417;;;;;;;;;;;;;;;;;;;;;;;;;;
418;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
419;UUID : 552d076a-cb29-4e44-8b6a-d15e59e2c0af; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
420;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
421;Annotation : IP Transition Configuration endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
422;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
423;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
424;;;;;;;;;;;;;;;;;;;;;;;;;;
425;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
426;UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
427;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
428;Annotation : XactSrv service;;;;;;;;;;;;;;;;;;;;;;;;;
429;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
430;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
431;;;;;;;;;;;;;;;;;;;;;;;;;;
432;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
433;UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
434;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
435;Annotation : XactSrv service;;;;;;;;;;;;;;;;;;;;;;;;;
436;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
437;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
438;;;;;;;;;;;;;;;;;;;;;;;;;;
439;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
440;UUID : 98716d03-89ac-44c7-bb8c-285824e51c4a; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
441;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
442;Annotation : XactSrv service;;;;;;;;;;;;;;;;;;;;;;;;;
443;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
444;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
445;;;;;;;;;;;;;;;;;;;;;;;;;;
446;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
447;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
448;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
449;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
450;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
451;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
452;;;;;;;;;;;;;;;;;;;;;;;;;;
453;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
454;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
455;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
456;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
457;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
458;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
459;;;;;;;;;;;;;;;;;;;;;;;;;;
460;Object UUID : 73736573-6f69-656e-6e76-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
461;UUID : c9ac6db5-82b7-4e55-ae8a-e464ed7b4277; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
462;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
463;Annotation : Impl friendly name;;;;;;;;;;;;;;;;;;;;;;;;;
464;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
465;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
466;;;;;;;;;;;;;;;;;;;;;;;;;;
467;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
468;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
469;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
470;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
471;Named pipe : IUserProfile2;;;;;;;;;;;;;;;;;;;;;;;;;
472;;;;;;;;;;;;;;;;;;;;;;;;;;
473;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
474;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
475;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
476;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
477;Named pipe : OLEA10B4828A8FE41F1ABC06E2333C1;;;;;;;;;;;;;;;;;;;;;;;;;
478;;;;;;;;;;;;;;;;;;;;;;;;;;
479;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
480;UUID : 30b044a5-a225-43f0-b3a4-e060df91f9c1; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
481;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
482;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
483;Named pipe : senssvc;;;;;;;;;;;;;;;;;;;;;;;;;
484;;;;;;;;;;;;;;;;;;;;;;;;;;
485;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
486;UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
487;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
488;Annotation : Event log TCPIP;;;;;;;;;;;;;;;;;;;;;;;;;
489;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
490;Named pipe : eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
491;;;;;;;;;;;;;;;;;;;;;;;;;;
492;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
493;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
494;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
495;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
496;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
497;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
498;Named pipe : eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
499;;;;;;;;;;;;;;;;;;;;;;;;;;
500;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
501;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
502;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
503;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
504;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
505;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
506;Named pipe : AudioClientRpc;;;;;;;;;;;;;;;;;;;;;;;;;
507;;;;;;;;;;;;;;;;;;;;;;;;;;
508;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
509;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
510;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
511;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
512;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
513;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
514;Named pipe : Audiosrv;;;;;;;;;;;;;;;;;;;;;;;;;
515;;;;;;;;;;;;;;;;;;;;;;;;;;
516;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
517;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d5; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
518;Description : DHCP Client Service;;;;;;;;;;;;;;;;;;;;;;;;;
519;Windows process : svchost.exe;;;;;;;;;;;;;;;;;;;;;;;;;
520;Annotation : DHCP Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
521;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
522;Named pipe : dhcpcsvc;;;;;;;;;;;;;;;;;;;;;;;;;
523;;;;;;;;;;;;;;;;;;;;;;;;;;
524;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
525;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
526;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
527;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
528;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
529;Named pipe : eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
530;;;;;;;;;;;;;;;;;;;;;;;;;;
531;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
532;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
533;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
534;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
535;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
536;Named pipe : AudioClientRpc;;;;;;;;;;;;;;;;;;;;;;;;;
537;;;;;;;;;;;;;;;;;;;;;;;;;;
538;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
539;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
540;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
541;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
542;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
543;Named pipe : Audiosrv;;;;;;;;;;;;;;;;;;;;;;;;;
544;;;;;;;;;;;;;;;;;;;;;;;;;;
545;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
546;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
547;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
548;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
549;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
550;Named pipe : dhcpcsvc;;;;;;;;;;;;;;;;;;;;;;;;;
551;;;;;;;;;;;;;;;;;;;;;;;;;;
552;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
553;UUID : 3c4728c5-f0ab-448b-bda1-6ce01eb0a6d6; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
554;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
555;Annotation : DHCPv6 Client LRPC Endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
556;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
557;Named pipe : dhcpcsvc6;;;;;;;;;;;;;;;;;;;;;;;;;
558;;;;;;;;;;;;;;;;;;;;;;;;;;
559;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
560;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
561;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
562;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
563;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
564;Named pipe : eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
565;;;;;;;;;;;;;;;;;;;;;;;;;;
566;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
567;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
568;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
569;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
570;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
571;Named pipe : AudioClientRpc;;;;;;;;;;;;;;;;;;;;;;;;;
572;;;;;;;;;;;;;;;;;;;;;;;;;;
573;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
574;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
575;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
576;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
577;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
578;Named pipe : Audiosrv;;;;;;;;;;;;;;;;;;;;;;;;;
579;;;;;;;;;;;;;;;;;;;;;;;;;;
580;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
581;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
582;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
583;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
584;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
585;Named pipe : dhcpcsvc;;;;;;;;;;;;;;;;;;;;;;;;;
586;;;;;;;;;;;;;;;;;;;;;;;;;;
587;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
588;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
589;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
590;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
591;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
592;Named pipe : dhcpcsvc6;;;;;;;;;;;;;;;;;;;;;;;;;
593;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
595;UUID : 06bba54a-be05-49f9-b0a0-30f790261023; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
596;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
597;Annotation : Security Center;;;;;;;;;;;;;;;;;;;;;;;;;
598;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
599;Named pipe : OLE5696CAA785244926A66EB6828186;;;;;;;;;;;;;;;;;;;;;;;;;
600;;;;;;;;;;;;;;;;;;;;;;;;;;
601;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
602;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
603;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
604;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
605;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
606;Named pipe : eventlog;;;;;;;;;;;;;;;;;;;;;;;;;
607;;;;;;;;;;;;;;;;;;;;;;;;;;
608;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
609;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
610;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
611;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
612;Type : Local RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
613;Named pipe : AudioClientRpc;;;;;;;;;;;;;;;;;;;;;;;;;
614;;;;;;;;;;;;;;;;;;;;;;;;;;
615;Object UUID : 00000000-0000-0000-0000-000000000000;;;;;;;;;;;;;;;;;;;;;;;;;
616;UUID : 30adc50c-5cbc-46ce-9a0e-91914789e23c; version 1.0;;;;;;;;;;;;;;;;;;;;;;;;
617;Description : Unknown RPC service;;;;;;;;;;;;;;;;;;;;;;;;;
618;Annotation : NRP server endpoint;;;;;;;;;;;;;;;;;;;;;;;;;
