;Plugin ID;CVE;CVSS;Risk;Host;Protocol;Port;Name;Synopsis;Description;Solution;See Also;Plugin Output;STIG Severity;CVSS v3.0 Base Score;CVSS Temporal Score;CVSS v3.0 Temporal Score;Risk Factor;BID;XREF;MSKB;Plugin Publication Date;Plugin Modification Date;Metasploit;Core Impact;CANVAS
742;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
743;;;;;;;;;;;;;;;;;;;;;;;;;;
744;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
745;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
746;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
747;"the network is loaded.""";Protect your target with an IP filter.;;Port 513/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
748;11219;;;None;10.0.2.6;tcp;514;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
749;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
750;;;;;;;;;;;;;;;;;;;;;;;;;;
751;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
752;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
753;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
754;"the network is loaded.""";Protect your target with an IP filter.;;Port 514/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
755;11219;;;None;10.0.2.6;tcp;1099;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
756;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
757;;;;;;;;;;;;;;;;;;;;;;;;;;
758;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
759;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
760;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
761;"the network is loaded.""";Protect your target with an IP filter.;;Port 1099/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
762;11219;;;None;10.0.2.6;tcp;1524;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
763;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
764;;;;;;;;;;;;;;;;;;;;;;;;;;
765;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
766;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
767;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
768;"the network is loaded.""";Protect your target with an IP filter.;;Port 1524/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
769;11219;;;None;10.0.2.6;tcp;2049;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
770;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
771;;;;;;;;;;;;;;;;;;;;;;;;;;
772;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
773;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
774;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
775;"the network is loaded.""";Protect your target with an IP filter.;;Port 2049/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
776;11219;;;None;10.0.2.6;tcp;2121;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
777;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
778;;;;;;;;;;;;;;;;;;;;;;;;;;
779;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
780;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
781;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
782;"the network is loaded.""";Protect your target with an IP filter.;;Port 2121/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
783;11219;;;None;10.0.2.6;tcp;3306;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
784;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
785;;;;;;;;;;;;;;;;;;;;;;;;;;
786;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
787;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
788;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
789;"the network is loaded.""";Protect your target with an IP filter.;;Port 3306/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
790;11219;;;None;10.0.2.6;tcp;3632;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
791;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
792;;;;;;;;;;;;;;;;;;;;;;;;;;
793;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
794;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
795;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
796;"the network is loaded.""";Protect your target with an IP filter.;;Port 3632/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
797;11219;;;None;10.0.2.6;tcp;5432;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
798;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
799;;;;;;;;;;;;;;;;;;;;;;;;;;
800;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
801;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
802;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
803;"the network is loaded.""";Protect your target with an IP filter.;;Port 5432/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
804;11219;;;None;10.0.2.6;tcp;5900;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
805;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
806;;;;;;;;;;;;;;;;;;;;;;;;;;
807;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
808;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
809;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
810;"the network is loaded.""";Protect your target with an IP filter.;;Port 5900/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
811;11219;;;None;10.0.2.6;tcp;6000;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
812;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
813;;;;;;;;;;;;;;;;;;;;;;;;;;
814;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
815;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
816;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
817;"the network is loaded.""";Protect your target with an IP filter.;;Port 6000/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
818;11219;;;None;10.0.2.6;tcp;6667;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
819;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
820;;;;;;;;;;;;;;;;;;;;;;;;;;
821;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
822;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
823;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
824;"the network is loaded.""";Protect your target with an IP filter.;;Port 6667/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
825;11219;;;None;10.0.2.6;tcp;8009;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
826;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
827;;;;;;;;;;;;;;;;;;;;;;;;;;
828;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
829;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
830;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
831;"the network is loaded.""";Protect your target with an IP filter.;;Port 8009/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
832;11219;;;None;10.0.2.6;tcp;8180;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
833;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
834;;;;;;;;;;;;;;;;;;;;;;;;;;
835;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
836;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
837;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
838;"the network is loaded.""";Protect your target with an IP filter.;;Port 8180/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
839;11219;;;None;10.0.2.6;tcp;8787;Nessus SYN scanner;It is possible to determine which TCP ports are open.;This plugin is a SYN 'half-open' port scanner.  It shall be reasonably;;;;;;;;;;;;;;;;
840;quick even against a firewalled target. ;;;;;;;;;;;;;;;;;;;;;;;;;
841;;;;;;;;;;;;;;;;;;;;;;;;;;
842;Note that SYN scans are less intrusive than TCP (full connect) scans;;;;;;;;;;;;;;;;;;;;;;;;;
843;against broken services; but they might cause problems for less robust;;;;;;;;;;;;;;;;;;;;;;;;
844;firewalls and also leave unclosed connections on the remote target; if;;;;;;;;;;;;;;;;;;;;;;;;
845;"the network is loaded.""";Protect your target with an IP filter.;;Port 8787/tcp was found to be open;;;;;None;;;;04/02/2009;12/06/2020;;;;;;;;;;;;
846;11356;CVE-1999-0170;10.0;Critical;10.0.2.6;udp;2049;NFS Exported Share Information Disclosure;It is possible to access NFS shares on the remote host.;At least one of the NFS shares exported by the remote server could be;;;;;;;;;;;;;;;;
847;mounted by the scanning host.  An attacker may be able to leverage;;;;;;;;;;;;;;;;;;;;;;;;;
848;"this to read (and possibly write) files on remote host.""";Configure NFS on the remote host so that only authorized hosts can;;;;;;;;;;;;;;;;;;;;;;;;
849;"mount its remote shares.""";;;;;;;;;;;;;;;;;;;;;;;;;
850;The following NFS shares could be mounted :;;;;;;;;;;;;;;;;;;;;;;;;;
851;;;;;;;;;;;;;;;;;;;;;;;;;;
852;+ /;;;;;;;;;;;;;;;;;;;;;;;;;
853;  + Contents of / : ;;;;;;;;;;;;;;;;;;;;;;;;;
854;    - .;;;;;;;;;;;;;;;;;;;;;;;;;
855;    - ..;;;;;;;;;;;;;;;;;;;;;;;;;
856;    - bin;;;;;;;;;;;;;;;;;;;;;;;;;
857;    - boot;;;;;;;;;;;;;;;;;;;;;;;;;
858;    - cdrom;;;;;;;;;;;;;;;;;;;;;;;;;
859;    - dev;;;;;;;;;;;;;;;;;;;;;;;;;
860;    - etc;;;;;;;;;;;;;;;;;;;;;;;;;
861;    - home;;;;;;;;;;;;;;;;;;;;;;;;;
862;    - initrd;;;;;;;;;;;;;;;;;;;;;;;;;
863;    - initrd.img;;;;;;;;;;;;;;;;;;;;;;;;;
864;    - lib;;;;;;;;;;;;;;;;;;;;;;;;;
865;    - lost+found;;;;;;;;;;;;;;;;;;;;;;;;;
866;    - media;;;;;;;;;;;;;;;;;;;;;;;;;
867;    - mnt;;;;;;;;;;;;;;;;;;;;;;;;;
868;    - nohup.out;;;;;;;;;;;;;;;;;;;;;;;;;
869;    - opt;;;;;;;;;;;;;;;;;;;;;;;;;
870;    - proc;;;;;;;;;;;;;;;;;;;;;;;;;
871;    - root;;;;;;;;;;;;;;;;;;;;;;;;;
872;    - sbin;;;;;;;;;;;;;;;;;;;;;;;;;
873;    - srv;;;;;;;;;;;;;;;;;;;;;;;;;
874;    - sys;;;;;;;;;;;;;;;;;;;;;;;;;
875;    - tmp;;;;;;;;;;;;;;;;;;;;;;;;;
876;    - usr;;;;;;;;;;;;;;;;;;;;;;;;;
877;    - var;;;;;;;;;;;;;;;;;;;;;;;;;
878;    - vmlinuz;;;;;;;;;;;;;;;;;;;;;;;;;
879;;,;,;"Critical""";;;;12/03/2003;17/09/2018;true;;;;;;;;;;;;;;;;
880;11356;CVE-1999-0211;10.0;Critical;10.0.2.6;udp;2049;NFS Exported Share Information Disclosure;It is possible to access NFS shares on the remote host.;At least one of the NFS shares exported by the remote server could be;;;;;;;;;;;;;;;;
881;mounted by the scanning host.  An attacker may be able to leverage;;;;;;;;;;;;;;;;;;;;;;;;;
882;"this to read (and possibly write) files on remote host.""";Configure NFS on the remote host so that only authorized hosts can;;;;;;;;;;;;;;;;;;;;;;;;
883;"mount its remote shares.""";;;;;;;;;;;;;;;;;;;;;;;;;
884;The following NFS shares could be mounted :;;;;;;;;;;;;;;;;;;;;;;;;;
885;;;;;;;;;;;;;;;;;;;;;;;;;;
886;+ /;;;;;;;;;;;;;;;;;;;;;;;;;
887;  + Contents of / : ;;;;;;;;;;;;;;;;;;;;;;;;;
888;    - .;;;;;;;;;;;;;;;;;;;;;;;;;
889;    - ..;;;;;;;;;;;;;;;;;;;;;;;;;
890;    - bin;;;;;;;;;;;;;;;;;;;;;;;;;
891;    - boot;;;;;;;;;;;;;;;;;;;;;;;;;
892;    - cdrom;;;;;;;;;;;;;;;;;;;;;;;;;
893;    - dev;;;;;;;;;;;;;;;;;;;;;;;;;
894;    - etc;;;;;;;;;;;;;;;;;;;;;;;;;
895;    - home;;;;;;;;;;;;;;;;;;;;;;;;;
896;    - initrd;;;;;;;;;;;;;;;;;;;;;;;;;
897;    - initrd.img;;;;;;;;;;;;;;;;;;;;;;;;;
898;    - lib;;;;;;;;;;;;;;;;;;;;;;;;;
899;    - lost+found;;;;;;;;;;;;;;;;;;;;;;;;;
900;    - media;;;;;;;;;;;;;;;;;;;;;;;;;
901;    - mnt;;;;;;;;;;;;;;;;;;;;;;;;;
902;    - nohup.out;;;;;;;;;;;;;;;;;;;;;;;;;
903;    - opt;;;;;;;;;;;;;;;;;;;;;;;;;
904;    - proc;;;;;;;;;;;;;;;;;;;;;;;;;
905;    - root;;;;;;;;;;;;;;;;;;;;;;;;;
906;    - sbin;;;;;;;;;;;;;;;;;;;;;;;;;
907;    - srv;;;;;;;;;;;;;;;;;;;;;;;;;
908;    - sys;;;;;;;;;;;;;;;;;;;;;;;;;
909;    - tmp;;;;;;;;;;;;;;;;;;;;;;;;;
910;    - usr;;;;;;;;;;;;;;;;;;;;;;;;;
911;    - var;;;;;;;;;;;;;;;;;;;;;;;;;
912;    - vmlinuz;;;;;;;;;;;;;;;;;;;;;;;;;
913;;,;,;"Critical""";;;;12/03/2003;17/09/2018;true;;;;;;;;;;;;;;;;
914;11356;CVE-1999-0554;10.0;Critical;10.0.2.6;udp;2049;NFS Exported Share Information Disclosure;It is possible to access NFS shares on the remote host.;At least one of the NFS shares exported by the remote server could be;;;;;;;;;;;;;;;;
915;mounted by the scanning host.  An attacker may be able to leverage;;;;;;;;;;;;;;;;;;;;;;;;;
916;"this to read (and possibly write) files on remote host.""";Configure NFS on the remote host so that only authorized hosts can;;;;;;;;;;;;;;;;;;;;;;;;
917;"mount its remote shares.""";;;;;;;;;;;;;;;;;;;;;;;;;
918;The following NFS shares could be mounted :;;;;;;;;;;;;;;;;;;;;;;;;;
919;;;;;;;;;;;;;;;;;;;;;;;;;;
920;+ /;;;;;;;;;;;;;;;;;;;;;;;;;
921;  + Contents of / : ;;;;;;;;;;;;;;;;;;;;;;;;;
922;    - .;;;;;;;;;;;;;;;;;;;;;;;;;
923;    - ..;;;;;;;;;;;;;;;;;;;;;;;;;
924;    - bin;;;;;;;;;;;;;;;;;;;;;;;;;
925;    - boot;;;;;;;;;;;;;;;;;;;;;;;;;
926;    - cdrom;;;;;;;;;;;;;;;;;;;;;;;;;
927;    - dev;;;;;;;;;;;;;;;;;;;;;;;;;
928;    - etc;;;;;;;;;;;;;;;;;;;;;;;;;
929;    - home;;;;;;;;;;;;;;;;;;;;;;;;;
930;    - initrd;;;;;;;;;;;;;;;;;;;;;;;;;
931;    - initrd.img;;;;;;;;;;;;;;;;;;;;;;;;;
932;    - lib;;;;;;;;;;;;;;;;;;;;;;;;;
933;    - lost+found;;;;;;;;;;;;;;;;;;;;;;;;;
934;    - media;;;;;;;;;;;;;;;;;;;;;;;;;
935;    - mnt;;;;;;;;;;;;;;;;;;;;;;;;;
936;    - nohup.out;;;;;;;;;;;;;;;;;;;;;;;;;
937;    - opt;;;;;;;;;;;;;;;;;;;;;;;;;
938;    - proc;;;;;;;;;;;;;;;;;;;;;;;;;
939;    - root;;;;;;;;;;;;;;;;;;;;;;;;;
940;    - sbin;;;;;;;;;;;;;;;;;;;;;;;;;
941;    - srv;;;;;;;;;;;;;;;;;;;;;;;;;
942;    - sys;;;;;;;;;;;;;;;;;;;;;;;;;
943;    - tmp;;;;;;;;;;;;;;;;;;;;;;;;;
944;    - usr;;;;;;;;;;;;;;;;;;;;;;;;;
945;    - var;;;;;;;;;;;;;;;;;;;;;;;;;
946;    - vmlinuz;;;;;;;;;;;;;;;;;;;;;;;;;
947;;,;,;"Critical""";;;;12/03/2003;17/09/2018;true;;;;;;;;;;;;;;;;
948;11422;;;None;10.0.2.6;tcp;8180;Web Server Unconfigured - Default Install Page Present;The remote web server is not configured or is improperly configured.;The remote web server uses its default welcome page. Therefore, it's;;;;;;;;;;;;;;;;
949;probable that this server is not used at all or is serving content;;;;;;;;;;;;;;;;;;;;;;;;;
950;"that is meant to be hidden.""";Disable this service if you do not use it.;;;;;;;;;;;;;;;;;;;;;;;;
951;The default welcome page is from Tomcat.;;;;;;;;;;;;;;;;;;;;;;;;;
952;;,;,;"None""";;;;20/03/2003;15/08/2018;;;;;;;;;;;;;;;;;
953;11424;;;None;10.0.2.6;tcp;80;WebDAV Detection;The remote server is running with WebDAV enabled.;WebDAV is an industry standard extension to the HTTP specification.;;;;;;;;;;;;;;;;
954;It adds a capability for authorized users to remotely add and manage;;;;;;;;;;;;;;;;;;;;;;;;;
955;the content of a web server.;;;;;;;;;;;;;;;;;;;;;;;;;
956;;;;;;;;;;;;;;;;;;;;;;;;;;
957;If you do not use this extension;" you should disable it.""";http://support.microsoft.com/default.aspx?kbid=241520;;;;;;;None;;;;20/03/2003;14/03/2011;;;;;;;;;;;
958;11819;;;None;10.0.2.6;udp;69;TFTP Daemon Detection;A TFTP server is listening on the remote port.;The remote host is running a TFTP (Trivial File Transfer Protocol);;;;;;;;;;;;;;;;
959;daemon. TFTP is often used by routers and diskless hosts to retrieve;;;;;;;;;;;;;;;;;;;;;;;;;
960;"their configuration. It can also be used by worms to propagate.""";Disable this service if you do not use it.;;;;;;;None;;;;13/08/2003;22/11/2019;;;;;;;;;;;;
961;11936;;;None;10.0.2.6;tcp;0;OS Identification;It is possible to guess the remote operating system.;Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,;;;;;;;;;;;;;;;;
962;SNMP; etc.); it is possible to guess the name of the remote operating;;;;;;;;;;;;;;;;;;;;;;;
963;system in use. It is also possible sometimes to guess the version of;;;;;;;;;;;;;;;;;;;;;;;;;
964;"the operating system.""";;;;;;;;;;;;;;;;;;;;;;;;;
965;Remote operating system : Linux Kernel 2.6 on Ubuntu 8.04 (gutsy);;;;;;;;;;;;;;;;;;;;;;;;;
966;Confidence level : 95;;;;;;;;;;;;;;;;;;;;;;;;;
967;Method : HTTP;;;;;;;;;;;;;;;;;;;;;;;;;
968;;;;;;;;;;;;;;;;;;;;;;;;;;
969;Not all fingerprints could give a match. If you think some or all of;;;;;;;;;;;;;;;;;;;;;;;;;
970;the following could be used to identify the host's operating system;;;;;;;;;;;;;;;;;;;;;;;;;
971;please email them to os-signatures@nessus.org. Be sure to include a;;;;;;;;;;;;;;;;;;;;;;;;;
972;brief description of the host itself; such as the actual operating;;;;;;;;;;;;;;;;;;;;;;;;
973;system or product / model names.;;;;;;;;;;;;;;;;;;;;;;;;;
974;;;;;;;;;;;;;;;;;;;;;;;;;;
975;SSH:SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1;;;;;;;;;;;;;;;;;;;;;;;;;
976;SinFP:;;;;;;;;;;;;;;;;;;;;;;;;;
977;   P1:B10113:F0x12:W5840:O0204ffff:M1460:;;;;;;;;;;;;;;;;;;;;;;;;;
978;   P2:B10113:F0x12:W5792:O0204ffff0402080affffffff4445414401030307:M1460:;;;;;;;;;;;;;;;;;;;;;;;;;
979;   P3:B00000:F0x00:W0:O0:M0;;;;;;;;;;;;;;;;;;;;;;;;;
980;   P4:81001_7_p=2121;;;;;;;;;;;;;;;;;;;;;;;;;
981;SMTP:!:220 metasploitable.localdomain ESMTP Postfix (Ubuntu);;;;;;;;;;;;;;;;;;;;;;;;;
982;SSLcert:!:i/CN:ubuntu804-base.localdomaini/O:OCOSAi/OU:Office for Complication of Otherwise Simple Affairss/CN:ubuntu804-base.localdomains/O:OCOSAs/OU:Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
983;ed093088706603bfd5dc237399b498da2d4d31c6;;;;;;;;;;;;;;;;;;;;;;;;;
984;i/CN:ubuntu804-base.localdomaini/O:OCOSAi/OU:Office for Complication of Otherwise Simple Affairss/CN:ubuntu804-base.localdomains/O:OCOSAs/OU:Office for Complication of Otherwise Simple Affairs;;;;;;;;;;;;;;;;;;;;;;;;;
985;ed093088706603bfd5dc237399b498da2d4d31c6;;;;;;;;;;;;;;;;;;;;;;;;;
986;;;;;;;;;;;;;;;;;;;;;;;;;;
987;;;;;;;;;;;;;;;;;;;;;;;;;;
988; ;;;;;;;;;;;;;;;;;;;;;;;;;
989;"The remote host is running Linux Kernel 2.6 on Ubuntu 8.04 (gutsy)""";;;;;None;;;;09/12/2003;09/03/2020;;;;;;;;;;;;;;;
990;12085;;5.0;Medium;10.0.2.6;tcp;8180;Apache Tomcat Default Files;The remote web server contains default files.;The default error page, default index page, example JSPs and/or example servlets are installed on the remote Apache;;;;;;;;;;;;;;;;
991;Tomcat server. These files should be removed as they may help an attacker uncover information about the remote Tomcat;;;;;;;;;;;;;;;;;;;;;;;;;
992;"install or host itself.""";Delete the default index page and remove the example JSP and servlets. Follow the Tomcat or OWASP instructions to ;;;;;;;;;;;;;;;;;;;;;;;;
993;"replace or modify the default error page.""";http://www.nessus.org/u?4cb3b4dd;;;;;;;;;;;;;;;;;;;;;;;;
994;"https://www.owasp.org/index.php/Securing_tomcat""";;;;;;;;;;;;;;;;;;;;;;;;;
995;The following default files were found :;;;;;;;;;;;;;;;;;;;;;;;;;
996;;;;;;;;;;;;;;;;;;;;;;;;;;
997;http://10.0.2.6:8180/tomcat-docs/index.html;;;;;;;;;;;;;;;;;;;;;;;;;
998;;;;;;;;;;;;;;;;;;;;;;;;;;
999;The server is not configured to return a custom page in the event of a client requesting a non-existent resource.;;;;;;;;;;;;;;;;;;;;;;;;;
1000;This may result in a potential disclosure of sensitive information about the server to attackers.;;;;;;;;;;;;;;;;;;;;;;;;;
1001;;,5.3;;;Medium;;;;02/03/2004;12/08/2019;;;;;;;;;;;;;;;;
1002;12217;;5.0;Medium;10.0.2.6;udp;53;DNS Server Cache Snooping Remote Information Disclosure;The remote DNS server is vulnerable to cache snooping attacks.;The remote DNS server responds to queries for third-party domains;;;;;;;;;;;;;;;;
1003;that do not have the recursion bit set. ;;;;;;;;;;;;;;;;;;;;;;;;;
1004;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;This may allow a remote attacker to determine which domains have;;;;;;;;;;;;;;;;;;;;;;;;;
1006;recently been resolved via this name server; and therefore which hosts;;;;;;;;;;;;;;;;;;;;;;;;
1007;have been recently visited. ;;;;;;;;;;;;;;;;;;;;;;;;;
1008;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;For instance; if an attacker was interested in whether your company;;;;;;;;;;;;;;;;;;;;;;;;
1010;utilizes the online services of a particular financial institution;;;;;;;;;;;;;;;;;;;;;;;;;
1011;they would be able to use this attack to build a statistical model;;;;;;;;;;;;;;;;;;;;;;;;;
1012;regarding company usage of that financial institution.  Of course; the;;;;;;;;;;;;;;;;;;;;;;;;
1013;attack can also be used to find B2B partners; web-surfing patterns;;;;;;;;;;;;;;;;;;;;;;;;
1014;external mail servers; and more.;;;;;;;;;;;;;;;;;;;;;;;;
1015;;;;;;;;;;;;;;;;;;;;;;;;;;
1016;Note: If this is an internal DNS server not accessible to outside;;;;;;;;;;;;;;;;;;;;;;;;;
1017;networks; attacks would be limited to the internal network. This;;;;;;;;;;;;;;;;;;;;;;;;
1018;may include employees; consultants and potentially users on;;;;;;;;;;;;;;;;;;;;;;;;
1019;"a guest network or WiFi connection if supported.""";Contact the vendor of the DNS software for a fix.;http://cs.unc.edu/~fabian/course_papers/cache_snooping.pdf;;;;;;;;;;;;;;;;;;;;;;;
1020;Nessus sent a non-recursive query for example.edu;;;;;;;;;;;;;;;;;;;;;;;;;
1021;and received 1 answer :;;;;;;;;;;;;;;;;;;;;;;;;;
1022;;;;;;;;;;;;;;;;;;;;;;;;;;
1023;93.184.216.34;;;;;;;;;;;;;;;;;;;;;;;;;
1024;;,5.3;;;Medium;;;;27/04/2004;07/04/2020;;;;;;;;;;;;;;;;
1025;15901;;5.0;Medium;10.0.2.6;tcp;25;SSL Certificate Expiry;The remote server's SSL certificate has already expired.;This plugin checks expiry dates of certificates associated with SSL-;;;;;;;;;;;;;;;;
1026;enabled services on the target and reports whether any have already;;;;;;;;;;;;;;;;;;;;;;;;;
1027;"expired.""";Purchase or generate a new SSL certificate to replace the existing;;;;;;;;;;;;;;;;;;;;;;;;
1028;"one.""";;;;;;;;;;;;;;;;;;;;;;;;;
1029;The SSL certificate has already expired :;;;;;;;;;;;;;;;;;;;;;;;;;
1030;;;;;;;;;;;;;;;;;;;;;;;;;;
